Date,Close,High,Low,Open,Volume,Company,Daily_Return,Return_Lag_1,Return_Lag_2,Return_Lag_3,SMA_5,SMA_20,SMA_50,EMA_20,Volatility_20,Volume_Change,High_Low_Range,Open_Close_Change,RSI_14,MACD,MACD_Signal,MACD_Hist,Target
2015-03-16,27.75812149047852,27.75812149047852,27.29604279372521,27.520416950669613,143497200,AAPL,0.0110037949678123,-0.0069103057968128,0.0180794401644264,-0.0182316181956645,27.53552703857422,28.3714919090271,26.5376944732666,27.853932407538924,0.0137116175755955,-0.3078107483893624,0.0166466126647586,0.0086373887515945,32.7106500632415,0.2153462155347902,0.4688746170768921,-0.2535284015421019,1
2015-03-17,28.222431182861328,28.284634002627094,27.91363740266719,27.969175876729444,204092400,AAPL,0.0167269853812721,0.0110037949678123,-0.0069103057968128,0.0180794401644264,27.647937774658203,28.36271743774414,26.618290977478026,27.8890275289982,0.0141934388747501,0.4222744415918917,0.0131454514870142,0.0090548004434622,45.53350571941972,0.2246203327925258,0.4200237602200189,-0.1954034274274931,1
2015-03-18,28.540111541748047,28.69339827370645,28.07358869501784,28.213545040566977,261083600,AAPL,0.0112563073261964,0.0167269853812721,0.0110037949678123,-0.0069103057968128,27.924743270874025,28.359940910339358,26.71887199401856,27.951035530212472,0.0143394283480638,0.2792421471843145,0.0217171393244893,0.0115748127614418,44.971670259174125,0.2546686261359312,0.3869527334032014,-0.1322841072672702,0
2015-03-19,28.32461929321289,28.713388577629537,28.30240424451185,28.602311639224784,183238000,AAPL,-0.0075505047771077,0.0112563073261964,0.0167269853812721,0.0110037949678123,28.06025695800781,28.349388599395752,26.81509895324707,27.98661493621251,0.0144329582227371,-0.298163500120268,0.0145097919538909,-0.0097087378640777,47.39125565769213,0.2581182648992026,0.3611858397024017,-0.103067574803199,0
2015-03-20,27.96917152404785,28.52455448333958,27.80477814097911,28.49123276000768,274780400,AAPL,-0.0125490749049612,-0.0075505047771077,0.0112563073261964,0.0167269853812721,28.162891006469728,28.30940055847168,26.897622833251955,27.984953658863496,0.0145381541127735,0.4995819644396904,0.0257346322089521,-0.0183235748469483,41.76566199027245,0.2295246468470146,0.3348536011313243,-0.1053289542843096,1
2015-03-23,28.26019287109375,28.402371208638087,28.106906162375846,28.240199836860707,150838800,AAPL,0.0104050757025706,-0.0125490749049612,-0.0075505047771077,0.0112563073261964,28.26330528259277,28.245087337493896,26.967644996643067,28.011166917171145,0.0132512713863767,-0.4510569167233179,0.0104551673659828,0.0007079636244976,44.732947671473966,0.2277219521619571,0.3134272713374509,-0.0857053191754937,0
2015-03-24,28.144672393798828,28.444578063759085,28.115791307952733,28.264635678722573,131369200,AAPL,-0.0040877455374015,0.0104050757025706,-0.0125490749049612,-0.0075505047771077,28.247753524780272,28.18421697616577,27.03482582092285,28.02388172446901,0.0132249260354121,-0.1290755428974508,0.011682024619295,-0.0042442890928204,45.40027409308066,0.2144991538391742,0.2936416478377956,-0.0791424939986213,0
2015-03-25,27.409343719482425,28.17355357044147,27.409343719482425,28.11135075836797,206620800,AAPL,-0.0261267448427795,-0.0040877455374015,0.0104050757025706,-0.0125490749049612,28.021599960327148,28.124124431610102,27.09951461791992,27.96535429542267,0.0132772540975412,0.5728252893372268,0.027881362603215,-0.0249723695214672,42.88401241276679,0.1430362790956394,0.2635205740893644,-0.1204842949937249,1
2015-03-26,27.60039520263672,27.74257353801557,27.23606300636597,27.27160843766041,190291600,AAPL,0.0069703049116967,-0.0261267448427795,-0.0040877455374015,0.0104050757025706,27.876755142211916,28.05547876358032,27.16373161315918,27.930596286585917,0.0130036214970969,-0.0790297975808824,0.0183515680819386,0.0120560093009502,44.62662770521807,0.1006573784046551,0.2309479349524225,-0.1302905565477674,0
2015-03-27,27.38046264648437,27.70258505848325,27.304931149287167,27.67370566747833,158184800,AAPL,-0.0079684567752615,0.0069703049116967,-0.0261267448427795,-0.0040877455374015,27.759013366699214,27.99760732650757,27.22540863037109,27.87820260657624,0.0127342017262752,-0.1687242106325239,0.0145232720984406,-0.0105964493702978,41.32087941137591,0.0487629659376942,0.1945109411494769,-0.1457479752117826,1
