Date,Close,High,Low,Open,Volume,Company,Daily_Return,Return_Lag_1,Return_Lag_2,Return_Lag_3,SMA_5,SMA_20,SMA_50,EMA_20,Volatility_20,Volume_Change,High_Low_Range,Open_Close_Change,RSI_14,MACD,MACD_Signal,MACD_Hist,Target
2015-03-16,35.519874572753906,35.58824606970268,35.28056618271354,35.442954601006626,35273500,MSFT,0.0043495861340479,0.0087762803117186,-0.0228678734457634,-0.0011895983103923,35.5489387512207,36.7984619140625,37.363437271118165,36.43774001557711,0.0093970168847529,-0.3919169351655038,0.0086621895682352,0.0021702471651473,24.130471491878623,-0.4879564076047984,-0.3313191578759371,-0.1566372497288612,1
2015-03-17,35.6395263671875,35.750633715151224,35.16946133235486,35.35748539011523,31673400,MSFT,0.0033685871888009,0.0043495861340479,0.0087762803117186,-0.0228678734457634,35.492530059814456,36.718122482299805,37.28259284973144,36.36171966811143,0.0094643430654891,-0.1020624548173557,0.0163069614564642,0.007976839245223,26.774326139939816,-0.4909651269927479,-0.3632483516992993,-0.1277167752934486,1
2015-03-18,36.32326126098633,36.60530226630405,35.323304810033946,35.40877000300337,44194800,MSFT,0.0191847356991905,0.0033685871888009,0.0043495861340479,0.0087762803117186,35.58141479492188,36.67410717010498,37.22272132873535,36.35805696267094,0.0106023541903232,0.3953285722404289,0.0352941176470588,0.0258266880748863,36.21885862810783,-0.4331843870991605,-0.3772355587792716,-0.0559488283198889,0
2015-03-19,36.14379119873047,36.4001901003468,36.08396489702962,36.11814902636659,33879100,MSFT,-0.0049409126830971,0.0191847356991905,0.0033685871888009,0.0043495861340479,35.79850006103516,36.62240009307861,37.17080184936523,36.33765069943852,0.0106353499169197,-0.233414338338447,0.0087490878192182,0.0007099525600041,36.21897287561392,-0.3972947025522373,-0.3812473875338648,-0.0160473150183725,1
2015-03-20,36.648048400878906,36.73351362541988,36.31472946076403,36.374555770000576,71904500,MSFT,0.0139514197438743,-0.0049409126830971,0.0191847356991905,0.0033685871888009,36.05490036010743,36.58052120208741,37.11912353515625,36.36721238528998,0.0109761092649797,1.1223851873278807,0.0114271887025179,0.0075187895793875,41.961435211197866,-0.3244227831198429,-0.3698824666510604,0.0454596835312174,0
2015-03-23,36.63094329833984,36.861703245097246,36.562568531765066,36.64803698998354,26246100,MSFT,-0.000466739793398,0.0139514197438743,-0.0049409126830971,0.0191847356991905,36.27711410522461,36.52539520263672,37.0440202331543,36.39232961510426,0.0108284515111577,-0.6349866837263314,0.0081661755444265,-0.0004664285742882,46.2765351279826,-0.264996782819864,-0.3489053298848212,0.0839085470649571,1
2015-03-24,36.66514587402344,36.89590265610781,36.536944763719085,36.56258368166409,25513300,MSFT,0.0009337072049997,-0.000466739793398,0.0139514197438743,-0.0049409126830971,36.4822380065918,36.47454357147217,36.97638984680176,36.4183121159537,0.0108413232833138,-0.0279203386407885,0.0097901667600629,0.0028051133708798,48.53484794234546,-0.2126896337232366,-0.3216621906525043,0.1089725569292676,0
2015-03-25,35.434417724609375,36.69077658761736,35.4173240297051,36.68222811002075,43469900,MSFT,-0.0335667053839818,0.0009337072049997,-0.000466739793398,0.0139514197438743,36.30446929931641,36.36642780303955,36.89415916442872,36.32460788820663,0.0130256424272792,0.7038133052172788,0.0359382950161429,-0.0340167555162905,37.95621722107002,-0.2674621797264578,-0.310822188467295,0.0433600087408372,0
2015-03-26,35.220741271972656,35.562608550894375,34.97288765776881,35.2292897471041,37495600,MSFT,-0.006030195114179,-0.0335667053839818,0.0009337072049997,-0.000466739793398,36.119859313964845,36.24463729858398,36.81172821044922,36.21947773427959,0.0129995332471139,-0.1374353288137308,0.0167435684721049,-0.0002426524971921,40.94487137403697,-0.3243725560962787,-0.3135322619930917,-0.0108402941031869,0
2015-03-27,35.015628814697266,35.40877396278322,34.89597622704402,35.14382661848782,34401400,MSFT,-0.0058236269274267,-0.006030195114179,-0.0335667053839818,0.0009337072049997,35.793375396728514,36.121565437316896,36.7319839477539,36.10482545622413,0.0130081405071096,-0.0825216825440852,0.0146448244140618,-0.0036478043550077,34.590321070038385,-0.3816261517687209,-0.3271510399482176,-0.0544751118205033,0
2015-03-30,35.00707244873047,35.50277964047757,34.96433985709759,35.126725009417626,35049700,MSFT,-0.0002443584838095,-0.0058236269274267,-0.006030195114179,-0.0335667053839818,35.46860122680664,35.99678382873535,36.66021537780762,36.00027755074854,0.0129947860740187,0.0188451632782387,0.0153808857958216,-0.0034063113101229,39.886585308232846,-0.4228165006288833,-0.3462841320843507,-0.0765323685445325,0
2015-03-31,34.750675201416016,35.06690030606556,34.64811632482739,34.85323407800465,34887200,MSFT,-0.0073241556456901,-0.0002443584838095,-0.0058236269274267,-0.006030195114179,35.085707092285155,35.88482227325439,36.57041976928711,35.88126780319306,0.0128056457190355,-0.0046362736342964,0.0120511034335559,-0.0029425928267975,38.08667124818428,-0.470723061480264,-0.3711719179635334,-0.0995511435167305,1
2015-04-01,34.801963806152344,34.836147932225785,34.45155124666279,34.699401647066175,36865300,MSFT,0.0014759023943868,-0.0073241556456901,-0.0002443584838095,-0.0058236269274267,34.95921630859375,35.78482608795166,36.479104080200194,35.77847694633204,0.0128344954060177,0.0566998784654544,0.011051005273875,0.0029557327855202,46.76725837884843,-0.4988009277355161,-0.39669771991793,-0.102103207817586,0
2015-04-02,34.434452056884766,34.81905194134464,34.289157318182994,34.75067717953485,37487500,MSFT,-0.0105600865317435,0.0014759023943868,-0.0073241556456901,-0.0002443584838095,34.80195846557617,35.66431789398193,36.38841522216797,35.65047457590849,0.0129157350158634,0.0168776600217548,0.0153885016751907,-0.0090998261995398,38.42888901945106,-0.5444320915211094,-0.4262445942385658,-0.1181874972825435,1
2015-04-06,35.5113410949707,35.70791371461004,34.34045059525412,34.47719690718971,39223700,MSFT,0.0312735929791172,-0.0105600865317435,0.0014759023943868,-0.0073241556456901,34.90110092163086,35.62970447540283,36.29872749328613,35.63722376820013,0.0145951812479568,0.0463141047015671,0.0385077858844814,0.0299950193330635,49.91377855001499,-0.4880729707477371,-0.4386102695404001,-0.0494627012073369,0
2015-04-07,35.49423599243164,35.81900960152171,35.30621191162219,35.56261075657195,28809400,MSFT,-0.0004816799932538,0.0312735929791172,-0.0105600865317435,0.0014759023943868,34.99853363037109,35.57329692840576,36.20784881591797,35.623605884793605,0.0143007731558284,-0.2655103929512004,0.0144473511138218,-0.0019226587330254,48.50093556230956,-0.4397193889113424,-0.4388320934145886,-0.0008872954967538,0
2015-04-08,35.40021896362305,35.63097888027313,35.075448645630686,35.43440634245,24753400,MSFT,-0.0026487970843671,-0.0004816799932538,0.0312735929791172,-0.0105600865317435,35.1284423828125,35.54722938537598,36.11797523498535,35.60233093992022,0.0136907480069431,-0.1407873818961866,0.0156928474146813,-0.0009648074387519,39.15679603645206,-0.4043244152531926,-0.4319305577823095,0.0276061425291168,1
2015-04-09,35.451507568359375,35.57116015940228,35.25493498874766,35.25493498874766,25723900,MSFT,0.0014488216807084,-0.0026487970843671,-0.0004816799932538,0.0312735929791172,35.2583511352539,35.52586288452149,36.10295791625977,35.58796680929538,0.0136978988994083,0.0392067352363716,0.0089199357755058,0.0055757464784563,41.6150572093376,-0.3678942262229228,-0.4191232914704322,0.0512290652475094,1
2015-04-10,35.65662384033203,35.85319639356819,35.391676524080786,35.57970386208413,28022000,MSFT,0.0057858265005272,0.0014488216807084,-0.0026487970843671,-0.0004816799932538,35.50278549194336,35.555775833129886,36.11699234008789,35.59450557415601,0.012698333820385,0.0893371533865394,0.0129434539723687,0.0021619060840433,37.05372264751716,-0.3187969769253485,-0.3990580285614155,0.080261051636067,1
2015-04-13,35.69081497192383,35.94721712330465,35.374589781586614,35.38313825878666,30276700,MSFT,0.0009588998595295,0.0057858265005272,0.0014488216807084,-0.0026487970843671,35.53868026733399,35.572014236450194,36.11779312133789,35.603677897752945,0.0125634779788087,0.0804617800299765,0.0160441094485651,0.0086955744537658,37.77809957479825,-0.2739699594065357,-0.3740404147304395,0.1000704553239038,0
2015-04-14,35.59681701660156,35.92158753763806,35.37460217558719,35.72501487691915,24244400,MSFT,-0.0026336735486766,0.0009588998595295,0.0057858265005272,0.0014488216807084,35.55919647216797,35.57586135864258,36.1440396118164,35.60302448050044,0.0125488319811165,-0.1992390187834208,0.0153661312413344,-0.0035884620554884,36.32408179689072,-0.2432253243459143,-0.3478773966535345,0.1046520723076201,1
2015-04-15,36.11815643310547,36.28909015599932,35.62245222303185,35.69082375601563,27343600,MSFT,0.0146456750967582,-0.0026336735486766,0.0009588998595295,0.0057858265005272,35.70278396606445,35.599792861938475,36.16577728271484,35.65208466646283,0.0129465545782542,0.1278315817260893,0.018457141748144,0.0119731805578684,60.695157171157845,-0.1747775192143947,-0.3132574211657066,0.1384799019513118,0
2015-04-16,36.03266525268555,36.186505166472415,35.74207911112005,35.85318644002995,22509700,MSFT,-0.0023669862712473,0.0146456750967582,-0.0026336735486766,0.0009588998595295,35.81901550292969,35.585263061523435,36.18037376403809,35.68833043657927,0.0122069224225564,-0.1767835983557395,0.0123339767468142,0.0050059375602724,63.23083483664186,-0.1259783641253093,-0.2758016097576271,0.1498232456323177,0
2015-04-17,35.57117462158203,35.67373682156491,35.178029302517416,35.61390724142994,42387600,MSFT,-0.012807563022808,-0.0023669862712473,0.0146456750967582,-0.0026336735486766,35.80192565917969,35.55663223266602,36.18166709899902,35.67717273991287,0.0124868223791985,0.8830815159686713,0.0139356522330508,-0.0011998857513224,58.35487553712086,-0.1231238244241623,-0.2452660526909341,0.1221422282667718,1
