Date,Adj Close,Close,High,Low,Open,Volume,Company,Daily_Return,Adj_Daily_Return,Return_Lag_1,Return_Lag_2,Return_Lag_3,SMA_5,SMA_20,SMA_50,EMA_20,Volatility_20,Volume_Change,High_Low_Range,Open_Close_Change,RSI_14,MACD,MACD_Signal,MACD_Hist,Target_1D
2015-03-16,35.45314407348633,41.560001373291016,41.63999938964844,41.27999877929688,41.470001220703125,35273500,MSFT,0.0043499347638846,0.0043499939915121,0.0087762215098519,-0.0228680108370843,-0.0011896083395839,41.594000244140624,43.056000328063966,43.905599975585936,42.675404521252304,0.0094205615095331,-0.3919169351655038,0.008662189568235,0.0021702471651474,24.130888598344317,-0.6265767914031173,-0.4535639916825759,-0.1730127997205413,1
2015-03-17,35.57257843017578,41.70000076293945,41.83000183105469,41.150001525878906,41.369998931884766,31673400,MSFT,0.0033686088792674,0.0033687944979405,0.0043499347638846,0.0087762215098519,-0.0228680108370843,41.52800064086914,42.9620002746582,43.80440002441407,42.582508925222506,0.0094644010261111,-0.1020624548173557,0.0163069614564641,0.0079768392452228,26.774840022594148,-0.6268317259588088,-0.4882175385378225,-0.1386141874209862,1
2015-03-18,36.2550163269043,42.5,42.83000183105469,41.33000183105469,41.43000030517578,44194800,MSFT,0.0191846336312668,0.0191843809710912,0.0033686088792674,0.0043499347638846,0.0087762215098519,41.63200073242187,42.91050033569336,43.72779998779297,42.57465093234417,0.0106023931861289,0.3953285722404289,0.0352941176470588,0.0258266880748862,36.219068769018726,-0.5560704765607625,-0.5017881261424105,-0.0542823504183519,0
2015-03-19,36.07587814331055,42.290000915527344,42.59000015258789,42.220001220703125,42.2599983215332,33879100,MSFT,-0.0049411549287683,-0.0049410592448365,0.0191846336312668,0.0033686088792674,0.0043499347638846,41.88600082397461,42.85000038146973,43.66059997558594,42.54754140693304,0.0106353935324515,-0.233414338338447,0.0087490878192181,0.000709952560004,36.21909317977485,-0.5110458294796558,-0.5036396668098596,-0.0074061626697962,1
2015-03-20,36.57917785644531,42.880001068115234,42.97999954223633,42.4900016784668,42.560001373291016,71904500,MSFT,0.0139512920268409,0.0139511423986804,-0.0049411549287683,0.0191846336312668,0.0033686088792674,42.18600082397461,42.80100040435791,43.59360000610352,42.57920423180754,0.0109761587030457,1.1223851873278807,0.0114271887025181,0.0075187895793875,41.96140650854259,-0.4228806854976525,-0.4874878705474182,0.0646071850497657,0
2015-03-23,36.562110900878906,42.86000061035156,43.130001068115234,42.77999877929688,42.880001068115234,26246100,MSFT,-0.000466428574288,-0.0004665757014382,0.0139512920268409,-0.0049411549287683,0.0191846336312668,42.44600067138672,42.73650035858154,43.49900001525879,42.605946744049824,0.0108284859840454,-0.6349866837263314,0.0081661755444263,-0.000466428574288,46.276606537751285,-0.3505817552422101,-0.4601066474863767,0.1095248922441665,1
2015-03-24,36.59623718261719,42.900001525878906,43.16999816894531,42.75,42.77999877929688,25513300,MSFT,0.0009332924628489,0.0009333783224605,-0.000466428574288,0.0139512920268409,-0.0049411549287683,42.68600082397461,42.67700042724609,43.41320007324219,42.63395196136688,0.0108413531952006,-0.0279203386407885,0.009790166760063,0.0028051133708797,48.5347986627588,-0.2867511043134811,-0.4254355388517976,0.1386844345383164,0
2015-03-25,35.36782455444336,41.459999084472656,42.93000030517578,41.43999862670898,42.91999816894531,43469900,MSFT,-0.033566489281768,-0.0335666375218846,0.0009332924628489,-0.000466428574288,0.0139512920268409,42.47800064086914,42.55050029754639,43.31040008544922,42.52214692547219,0.0130256388387372,0.7038133052172788,0.0359382950161431,-0.0340167555162906,37.95619055892843,-0.3483455058426088,-0.4100175322499599,0.061672026407351,0
2015-03-26,35.15458297729492,41.209999084472656,41.61000061035156,40.91999816894531,41.220001220703125,37495600,MSFT,-0.0060299084785466,-0.0060292534198755,-0.033566489281768,0.0009332924628489,-0.000466428574288,42.262000274658206,42.40800018310547,43.20740005493164,42.397180464424615,0.0129995226475246,-0.1374353288137308,0.0167435684721049,-0.0002426524971921,40.94486769905814,-0.4125764984270503,-0.410529325485378,-0.0020471729416723,0
2015-03-27,34.9498291015625,40.970001220703125,41.43000030517578,40.83000183105469,41.119998931884766,34401400,MSFT,-0.0058237774593874,-0.0058243864211009,-0.0060299084785466,-0.033566489281768,0.0009332924628489,41.88000030517578,42.26400032043457,43.10760009765625,42.26125863168923,0.0130081320109354,-0.0825216825440852,0.0146448244140617,-0.0036478043550076,34.5901825927191,-0.477343327921524,-0.4238921259726073,-0.0534512019489167,0
