Date,Adj Close,Close,High,Low,Open,Volume,Company,Daily_Return,Adj_Daily_Return,Return_Lag_1,Return_Lag_2,Return_Lag_3,SMA_5,SMA_20,SMA_50,EMA_20,Volatility_20,Volume_Change,High_Low_Range,Open_Close_Change,RSI_14,MACD,MACD_Signal,MACD_Hist,Target_5D
2015-03-16,236.0350341796875,262.88751220703125,264.4750061035156,260.625,261.25,5348772,HDFCBANK.NS,0.008535965286208,0.008535931556072,-0.0113312644116415,-0.0017511246830816,0.0037051942072416,262.89000244140624,265.9231292724609,259.25750122070315,264.5426324943725,0.0125960351130905,-0.0143746383675034,0.0146450703237803,0.0062679893092105,45.35932865082341,0.6546084097970493,1.803094492055232,-1.1484860822581828,0
2015-03-17,237.4940490722656,264.51251220703125,266.4750061035156,260.7124938964844,265.0,5369304,HDFCBANK.NS,0.0061813510514727,0.0061813488732667,0.008535965286208,-0.0113312644116415,-0.0017511246830816,263.1650024414063,265.8262542724609,259.7875015258789,264.5397638955781,0.0125325819939047,0.0038386381023531,0.0217854050039076,-0.0018395765772405,47.30639788301362,0.6046392695399732,1.5634034475521803,-0.9587641780122071,0
2015-03-18,238.72862243652344,265.88751220703125,267.9750061035156,263.29998779296875,265.0375061035156,5148332,HDFCBANK.NS,0.005198241809158,0.0051983338912302,0.0061813510514727,0.008535965286208,-0.0113312644116415,263.52000732421874,265.77625427246096,260.2787518310547,264.6681208776213,0.0125865528136214,-0.0411546822455946,0.01758269228871,0.003207116290868,53.29380706894204,0.6682857919079197,1.3843799164233284,-0.7160941245154087,0
2015-03-19,236.180908203125,263.04998779296875,268.45001220703125,262.17498779296875,267.75,5373572,HDFCBANK.NS,-0.0106718980162298,-0.010672009947512,0.005198241809158,0.0061813510514727,0.008535965286208,263.40000610351564,265.49375305175784,260.7540014648437,264.51401296479725,0.0126877385600672,0.0437500922628921,0.023854874378482,-0.0175537337330765,54.24341700198277,0.4841802844715062,1.204339990032964,-0.7201597055614577,0
2015-03-20,237.01144409179688,263.9750061035156,264.875,261.48748779296875,262.75,6483236,HDFCBANK.NS,0.0035165115129178,0.0035165242397898,-0.0106718980162298,0.005198241809158,0.0061813510514727,264.0625061035156,265.195002746582,261.32225158691404,264.4626789780085,0.0126637007403097,0.2065039791036576,0.0128327005538655,0.0046622496803639,50.61930480300418,0.4082109882106124,1.0451141896684937,-0.6369032014578813,0
2015-03-23,235.1820068359375,261.9375,264.8500061035156,261.5,263.98748779296875,5446740,HDFCBANK.NS,-0.0077185568951805,-0.0077187718207851,0.0035165115129178,-0.0106718980162298,0.005198241809158,263.8725036621093,264.87875213623045,261.83600158691405,264.2221857420077,0.0126996666551187,-0.1598732484827021,0.0127893337285254,-0.0077654733188583,36.91725086137744,0.1815028078030423,0.8723919132954034,-0.6908891054923612,0
2015-03-24,232.9822998046875,259.48748779296875,264.25,258.86248779296875,260.82501220703125,8973564,HDFCBANK.NS,-0.0093534228853495,-0.0093532114163159,-0.0077185568951805,0.0035165115129178,-0.0106718980162298,262.86749877929685,264.5093765258789,262.2015014648438,263.7712621278135,0.0128039442308551,0.6475109882241488,0.0207621271177809,-0.0051280527229529,34.014062168228506,-0.1936285387500902,0.6591878228863047,-0.852816361636395,0
2015-03-25,232.1517944335937,258.5625,261.67498779296875,257.7749938964844,260.01251220703125,10608900,HDFCBANK.NS,-0.0035646720419396,-0.0035646715299404,-0.0093534228853495,-0.0077185568951805,0.0035165115129178,261.4024963378906,264.0918762207031,262.49450134277345,263.2751895442122,0.0128084297505124,0.1822392975633762,0.0150833701580251,-0.0055767016545599,37.83780940759753,-0.5591164713719081,0.4155269640346621,-0.9746434354065704,0
2015-03-26,226.02392578125,251.7375030517578,258.04998779296875,250.5249938964844,256.7250061035156,35800620,HDFCBANK.NS,-0.0263959272835085,-0.0263959564357214,-0.0035646720419396,-0.0093534228853495,-0.0077185568951805,259.13999938964844,263.52312698364256,262.6940014648437,262.17636225921655,0.0137017103709879,2.374583604332212,0.0298922242624182,-0.0194274142883719,21.087686069212936,-1.3835399190535895,0.0557135874170118,-1.4392535064706014,1
2015-03-27,227.7522888183593,253.6625061035156,255.8874969482422,252.0249938964844,253.7375030517578,10840896,HDFCBANK.NS,0.0076468663922593,0.0076468145181323,-0.0263959272835085,-0.0035646720419396,-0.0093534228853495,257.07749938964844,263.22937698364257,262.95050170898435,261.3655188158165,0.0135884394914107,-0.6971869202265213,0.0152269372052232,-0.0002955690323275,31.006434438570597,-1.8601273919511527,-0.3274546084566211,-1.5326727834945315,1
2015-03-30,232.7466278076172,259.2250061035156,259.75,253.1999969482422,255.0,6955144,HDFCBANK.NS,0.0219287433741983,0.0219288201895571,0.0076468663922593,-0.0263959272835085,-0.0035646720419396,256.5350006103516,263.01562728881834,263.3155017089844,261.161660462264,0.0140822689460213,-0.3584345795771863,0.0252676358280891,0.0165686513863357,44.09656029838376,-1.7685919089853996,-0.6156820685623768,-1.152909840423023,0
2015-03-31,229.55923461914065,255.6750030517578,259.9750061035156,253.7124938964844,259.9750061035156,5962256,HDFCBANK.NS,-0.013694678245432,-0.0136946911691074,0.0219287433741983,0.0076468663922593,-0.0263959272835085,255.7725036621094,262.2675018310547,263.4632516479492,260.6391216612634,0.0127311489214364,-0.1427559228105126,0.0244940339582726,-0.0165400632784124,38.18694383190975,-1.959912307839204,-0.8845281164177423,-1.0753841914214617,1
