Date,Adj Close,Close,High,Low,Open,Volume,Company,Daily_Return,Adj_Daily_Return,Return_Lag_1,Return_Lag_2,Return_Lag_3,SMA_5,SMA_20,SMA_50,EMA_20,Volatility_20,Volume_Change,High_Low_Range,Open_Close_Change,RSI_14,MACD,MACD_Signal,MACD_Hist,Target_5D
2015-03-16,978.6697998046876,1281.1500244140625,1305.0,1276.0,1292.5999755859375,1556296,TCS.NS,-0.0077642643599419,-0.0077642345951074,-0.0140126956292019,0.0047956109669253,-0.0136791550352584,1301.29501953125,1326.395001220703,1283.439997558594,1312.8088721173394,0.0162271148794414,-0.0192470813025652,0.0226359126155137,-0.0088580778184563,33.799613402441224,5.613717253170535,14.614828005608963,-9.001110752438429,1
2015-03-17,986.8434448242188,1291.8499755859375,1303.3499755859375,1278.875,1291.25,1267318,TCS.NS,0.0083518330936835,0.0083517903803329,-0.0077642643599419,-0.0140126956292019,0.0047956109669253,1295.39501953125,1327.51875,1283.8214965820312,1310.8127867333965,0.0148243961268459,-0.185683186231925,0.0189456794894751,0.0004646471139883,35.85698532075443,3.3886967733888014,12.369601759164931,-8.98090498577613,1
2015-03-18,977.5429077148438,1279.675048828125,1299.7249755859375,1275.8499755859375,1295.4749755859375,1255170,TCS.NS,-0.0094244122676012,-0.0094245314777681,0.0083518330936835,-0.0077642643599419,-0.0140126956292019,1290.6750244140626,1326.882501220703,1283.620498046875,1307.8472878852754,0.0144211232398214,-0.0095855973007563,0.0186570801875552,-0.0121962423478433,36.55748431769999,0.6356102541512882,10.022803458162205,-9.387193204010917,1
2015-03-19,991.6370239257812,1298.125,1302.925048828125,1284.050048828125,1288.0,2448964,TCS.NS,0.0144176845432524,0.0144179003291882,-0.0094244122676012,0.0083518330936835,-0.0077642643599419,1288.39501953125,1325.897503662109,1284.180498046875,1306.921355705725,0.0140800588279392,0.9511014444258548,0.0145402022147327,0.0078610248447204,43.17305535944183,-0.0568188085107976,8.006879004827603,-8.0636978133384,0
2015-03-20,997.25146484375,1305.4749755859375,1309.0,1289.425048828125,1298.0,1963908,TCS.NS,0.005661993710881,0.0056617903350781,0.0144176845432524,-0.0094244122676012,0.0083518330936835,1291.2550048828125,1324.145001220703,1285.8239965820312,1306.7836052181267,0.0135338142822005,-0.198065794352224,0.0149945050942773,0.0057588409752985,44.28505582884402,-0.0123498643279162,6.403033230996499,-6.415383095324415,0
2015-03-23,999.6198120117188,1308.574951171875,1315.5,1303.0,1308.0,1566608,TCS.NS,0.0023745959470009,0.0023748745942828,0.005661993710881,0.0144176845432524,-0.0094244122676012,1296.739990234375,1322.6849975585938,1287.81849609375,1306.9542095946742,0.0135559762425876,-0.2023007187709403,0.0095523760322676,0.0004395651161123,44.179564946847634,0.2699227154839718,5.176411127893994,-4.906488412410022,0
2015-03-24,989.7463989257812,1295.6500244140625,1318.5,1291.050048828125,1315.0,2394878,TCS.NS,-0.0098771008464114,-0.0098771682666707,0.0023745959470009,0.005661993710881,0.0144176845432524,1297.5,1320.051251220703,1289.29349609375,1305.877620529854,0.0135238686483069,0.5287027769550519,0.0211862390727687,-0.0147148103315114,24.911672143977555,-0.5430478846085407,4.032519325393487,-4.575567210002028,0
2015-03-25,983.042724609375,1286.875,1307.0,1272.5999755859375,1295.699951171875,2224858,TCS.NS,-0.0067726810857206,-0.0067731232199299,-0.0098771008464114,0.0023745959470009,0.005661993710881,1298.939990234375,1316.7762512207032,1289.9079956054688,1304.0678471460585,0.0135138013674677,-0.0709931779405882,0.026731441992472,-0.0068109527702717,25.78373628787567,-1.8738040301379897,2.8512546542871915,-4.725058684425181,0
2015-03-26,959.8780517578124,1256.550048828125,1293.3499755859375,1250.5,1276.6500244140625,3091642,TCS.NS,-0.0235647993564837,-0.0235642584718455,-0.0067726810857206,-0.0098771008464114,0.0023745959470009,1290.625,1312.7987548828123,1289.9419970703125,1299.5423425443505,0.0141764559459836,0.3895907064630641,0.0341012883855282,-0.015744311441315,25.00337836713365,-5.314149775757642,1.2181737682782248,-6.532323544035867,1
2015-03-27,960.5272827148438,1257.4000244140625,1285.949951171875,1252.050048828125,1265.5,2751776,TCS.NS,0.0006764359181157,0.0006763681655628,-0.0235647993564837,-0.0067726810857206,-0.0098771008464114,1281.010009765625,1309.2575073242188,1290.1109985351563,1295.5287884367042,0.0141812566421443,-0.109930580578217,0.0269603162760769,-0.0064006128691722,29.297320727032115,-7.881212922583927,-0.6017035698942057,-7.279509352689722,1
