Date,Close,High,Low,Open,Volume,Company
2015-01-01,189.12538146972656,189.99869740526844,188.22011599157375,188.78458634854343,2963643,RELIANCE.NS
2015-01-02,188.6248016357422,190.86134044216573,188.35855547947352,189.1679580132836,7331366,RELIANCE.NS
2015-01-05,186.55870056152344,189.7644042605824,186.185941672097,188.50767957176805,10103941,RELIANCE.NS
2015-01-06,178.09181213378906,185.9516264773224,177.21849626922892,185.31262145828632,18627980,RELIANCE.NS
2015-01-07,181.96849060058597,182.92700534664985,178.28354370530525,178.30484340105085,20720312,RELIANCE.NS
2015-01-08,179.3591766357422,183.80029042115143,178.9544682658332,183.20387060299453,19872227,RELIANCE.NS
2015-01-09,183.24647521972656,183.6085842156429,179.98753691273964,180.71174068581888,13392787,RELIANCE.NS
2015-01-12,181.116455078125,183.3955933743806,179.26333908900085,183.28909490697475,10100113,RELIANCE.NS
2015-01-13,179.59349060058594,182.1069256127808,179.0290344848976,181.69156735665987,9948711,RELIANCE.NS
2015-01-14,177.84686279296875,180.4135468931564,177.04809586798652,179.56153073567586,11380041,RELIANCE.NS
2015-01-15,184.08782958984372,185.54690110657063,178.9225122393432,178.9225122393432,16927085,RELIANCE.NS
2015-01-16,185.24874877929688,186.37766112485875,181.4892386184792,183.182607136822,19136963,RELIANCE.NS
2015-01-19,187.36810302734372,188.72066202305837,182.9163390480819,185.3552250853901,13339962,RELIANCE.NS
2015-01-20,192.3523712158203,192.88487777380465,187.1976889657768,187.76215928286896,13361320,RELIANCE.NS
2015-01-21,193.14047241210935,194.1309365919472,190.00933217222016,192.7677277778992,17084297,RELIANCE.NS
2015-01-22,188.2414093017578,193.236329437438,187.3361439226893,192.79967151746072,23721627,RELIANCE.NS
2015-01-23,188.9123687744141,191.2340922189943,186.8036422628214,189.57267348542948,18080494,RELIANCE.NS
2015-01-27,189.3703155517578,190.9997846520368,187.5491350040176,190.19036791554043,17939876,RELIANCE.NS
2015-01-28,193.1617889404297,193.7901583875143,188.74197420937347,188.74197420937347,19298126,RELIANCE.NS
2015-01-29,197.9650115966797,199.05132448698697,193.17243799972977,193.21503739003552,36117653,RELIANCE.NS
2015-01-30,194.95103454589844,198.35908556606984,193.61976083928687,198.09282513724503,21746801,RELIANCE.NS
2015-02-02,193.4173583984375,195.9414428417306,192.9168014479216,195.12137631176225,19302710,RELIANCE.NS
