Date,Adj Close,Close,High,Low,Open,Volume,Company,Daily_Return,Adj_Daily_Return,Return_Lag_1,Return_Lag_2,Return_Lag_3,SMA_5,SMA_20,SMA_50,EMA_20,Volatility_20,Volume_Change,High_Low_Range,Open_Close_Change,RSI_14,MACD,MACD_Signal,MACD_Hist
2015-01-02,0.4818838536739349,0.503250002861023,0.5070000290870667,0.4952499866485595,0.503250002861023,113680000,NVDA,,,,,,,,,0.503250002861023,,,0.023348320659129767,0.0,,0.0,0.0,0.0
2015-01-05,0.4737447500228882,0.4947499930858612,0.5047500133514404,0.4925000071525574,0.503250002861023,197952000,NVDA,-0.016890232939569594,-0.01689017714329555,,,,,,,0.5024404781205314,,0.7413089373680506,0.024759992663116893,-0.016890232939569597,,-0.0006780634578477107,-0.00013561269156954215,-0.0005424507662781686
2015-01-06,0.4593815505504608,0.4797500073909759,0.4959999918937683,0.4792500138282776,0.4954999983310699,197764000,NVDA,-0.030318314107145694,-0.030318435131436172,-0.016890232939569594,,,,,,0.5002794809081927,,-0.0009497251859036382,0.034913971458973216,-0.03178605649473804,,-0.0023981625932708583,-0.0005881226719098054,-0.0018100399213610528
2015-01-07,0.4581845998764038,0.4785000085830688,0.4875000119209289,0.4769999980926513,0.4832499921321869,321808000,NVDA,-0.002605521185304327,-0.0026055697548644785,-0.030318314107145694,-0.016890232939569594,,,,,0.49820524544865713,,0.6272324588903946,0.02194360217332109,-0.00982924702835546,,-0.0038182041274294476,-0.001234138963013734,-0.0025840651644157137
2015-01-08,0.4754203855991363,0.4964999854564667,0.4995000064373016,0.4837499856948852,0.4839999973773956,283780000,NVDA,0.03761750585271528,0.03761755791744603,-0.002605521185304327,-0.030318314107145694,-0.016890232939569594,0.4905499994754791,,,0.4980428397351152,,-0.11816984040173018,0.03172209708714553,0.025826421790916505,,-0.0034513643921836867,-0.0016775840488477247,-0.001773780343335962
2015-01-09,0.4773354530334472,0.4984999895095825,0.5022500157356262,0.4914999902248382,0.4982500076293945,209540000,NVDA,0.0040282056630416285,0.004028155906477426,0.03761750585271528,-0.002605521185304327,-0.030318314107145694,0.48959999680519106,,,0.498086377808874,,-0.261611107195715,0.021564745711155877,0.0005017197719221791,,-0.002965078072387217,-0.0019350828535556232,-0.001029995218831594
2015-01-12,0.4713508784770965,0.492249995470047,0.5,0.4877499938011169,0.4997499883174896,190732000,NVDA,-0.01253760114555702,-0.012537460853408233,0.0040282056630416285,0.03761750585271528,-0.002605521185304327,0.4890999972820282,,,0.4975305318718429,,-0.08975851865992168,0.02488574161831255,-0.01500748979043078,,-0.003048869476585059,-0.00215784017816151,-0.0008910292984235487
2015-01-13,0.4706326425075531,0.4914999902248382,0.5059999823570251,0.4880000054836273,0.4959999918937683,236720000,NVDA,-0.0015236267183560415,-0.0015237819686768628,-0.01253760114555702,0.0040282056630416285,0.03761750585271528,0.49144999384880067,,,0.49695619457212814,,0.24111318499255496,0.036622537602012326,-0.009072584158214875,,-0.003139602539587616,-0.0023541926504467314,-0.0007854098891408846
2015-01-14,0.4725477993488312,0.4934999942779541,0.4950000047683716,0.4850000143051147,0.4862500131130218,155260000,NVDA,0.004069184319212216,0.004069324284592835,-0.0015236267183560415,-0.01253760114555702,0.0040282056630416285,0.4944499909877777,,,0.49662703263934965,,-0.3441196350118283,0.020263405428986886,0.01490998656949579,,-0.003015366268020958,-0.002486427373961577,-0.0005289388940593813
2015-01-15,0.4691964089870453,0.4900000095367431,0.5,0.4897499978542328,0.4970000088214874,188932000,NVDA,-0.007092167744260802,-0.007092172191689561,0.004069184319212216,-0.0015236267183560415,-0.01253760114555702,0.493149995803833,,,0.49599588758195856,,0.21687491948988802,0.020918371318926692,-0.014084505353114752,,-0.0031628680714425594,-0.0026217155134577734,-0.000541152557984786
