Date,Adj Close,Close,High,Low,Open,Volume,Company
2015-01-02,0.4818838536739349,0.503250002861023,0.5070000290870667,0.4952499866485595,0.503250002861023,113680000,NVDA
2015-01-05,0.4737447500228882,0.4947499930858612,0.5047500133514404,0.4925000071525574,0.503250002861023,197952000,NVDA
2015-01-06,0.4593815505504608,0.4797500073909759,0.4959999918937683,0.4792500138282776,0.4954999983310699,197764000,NVDA
2015-01-07,0.4581845998764038,0.4785000085830688,0.4875000119209289,0.4769999980926513,0.4832499921321869,321808000,NVDA
2015-01-08,0.4754203855991363,0.4964999854564667,0.4995000064373016,0.4837499856948852,0.4839999973773956,283780000,NVDA
2015-01-09,0.4773354530334472,0.4984999895095825,0.5022500157356262,0.4914999902248382,0.4982500076293945,209540000,NVDA
2015-01-12,0.4713508784770965,0.492249995470047,0.5,0.4877499938011169,0.4997499883174896,190732000,NVDA
2015-01-13,0.4706326425075531,0.4914999902248382,0.5059999823570251,0.4880000054836273,0.4959999918937683,236720000,NVDA
2015-01-14,0.4725477993488312,0.4934999942779541,0.4950000047683716,0.4850000143051147,0.4862500131130218,155260000,NVDA
2015-01-15,0.4691964089870453,0.4900000095367431,0.5,0.4897499978542328,0.4970000088214874,188932000,NVDA
2015-01-16,0.477814257144928,0.4990000128746032,0.4995000064373016,0.4877499938011169,0.4892500042915344,181512000,NVDA
2015-01-20,0.4792505800724029,0.5005000233650208,0.5052499771118164,0.4942499995231628,0.5024999976158142,140308000,NVDA
2015-01-21,0.4859533905982971,0.5074999928474426,0.5087500214576721,0.4942499995231628,0.4977500140666961,144780000,NVDA
2015-01-22,0.4943319857120514,0.5162500143051147,0.5177500247955322,0.503250002861023,0.5084999799728394,159712000,NVDA
2015-01-23,0.4957682192325592,0.5177500247955322,0.518750011920929,0.512499988079071,0.5167499780654907,120416000,NVDA
2015-01-26,0.4936138689517975,0.515500009059906,0.5180000066757202,0.5122500061988831,0.515500009059906,133240000,NVDA
2015-01-27,0.4699144065380096,0.4907500147819519,0.5080000162124634,0.4897499978542328,0.5074999928474426,357948000,NVDA
2015-01-28,0.4622541666030884,0.4827499985694885,0.4987500011920929,0.4824999868869781,0.496749997138977,272728000,NVDA
2015-01-29,0.4735053777694702,0.4945000112056732,0.4972499907016754,0.4807499945163727,0.4830000102519989,235340000,NVDA
2015-01-30,0.4596209228038788,0.4799999892711639,0.496749997138977,0.4792500138282776,0.4909999966621399,298200000,NVDA
